Customer ID,Age,Income_Bucket,Gender,State,Region,Marital_Status,No_of_children,Occupation,Vehicle_Segment,No_of_months,Hobbies,On_Call_Offer
85035833,57,1,M,R,Sub-urban,2,0,Research Analyst,Pick up truck,14,Gaming,Plan 4
95757763,41,2,M,E,Sub-urban,1,3,Research Analyst,Pick up truck,41,Gaming,Plan 4
12722565,33,2,M,E,Sub-urban,2,3,Research Analyst,Pick up truck,34,Gaming,Plan 4
41325941,63,2,M,W,Sub-urban,2,3,Research Analyst,Pick up truck,21,Gaming,Plan 4
13968398,30,3,M,W,Sub-urban,2,0,Research Analyst,Pick up truck,22,Gaming,Plan 4
10030600,29,3,M,Q,Sub-urban,2,4,Research Analyst,Pick up truck,58,Gaming,Plan 4
49353491,71,2,M,Q,Sub-urban,1,4,Research Analyst,Pick up truck,11,Gaming,Plan 4
99637675,55,1,M,S,Sub-urban,2,2,Research Analyst,Pick up truck,27,Gaming,Plan 4
35921055,27,1,M,S,Sub-urban,2,1,Research Analyst,Pick up truck,24,Gaming,Plan 4
70328835,74,1,M,T,Sub-urban,1,2,Research Analyst,Pick up truck,49,Gaming,Plan 4
54715798,26,1,M,R,Sub-urban,1,0,Research Analyst,Pick up truck,31,Gaming,Plan 4
83009954,32,1,M,E,Sub-urban,2,3,Research Analyst,Pick up truck,31,Gaming,Plan 4
61235550,75,3,M,W,Sub-urban,2,4,Research Analyst,Pick up truck,21,Gaming,Plan 4
70924441,65,1,M,Q,Sub-urban,2,4,Research Analyst,Pick up truck,29,Gaming,Plan 4
13901343,20,1,M,S,Sub-urban,2,2,Research Analyst,Pick up truck,24,Gaming,Plan 4
95125900,25,2,M,D,Sub-urban,2,0,Research Analyst,Pick up truck,20,Gaming,Plan 4
85778859,58,3,M,F,Sub-urban,1,2,Research Analyst,Pick up truck,16,Gaming,Plan 4
25591971,58,3,M,T,Sub-urban,1,2,Research Analyst,Pick up truck,58,Gaming,Plan 4
89224915,27,2,M,G,Sub-urban,2,0,Research Analyst,Pick up truck,26,Gaming,Plan 4
93109049,66,2,M,H,Sub-urban,1,4,Research Analyst,Pick up truck,32,Gaming,Plan 4
62652664,69,2,M,J,Sub-urban,1,2,Research Analyst,Pick up truck,10,Gaming,Plan 4
97360421,61,2,M,K,Sub-urban,2,3,Research Analyst,Pick up truck,57,Gaming,Plan 4
17762136,73,3,M,L,Sub-urban,2,4,Research Analyst,Pick up truck,33,Gaming,Plan 4
37646024,64,3,M,M,Urban,1,3,Research Analyst,Pick up truck,48,Gaming,Plan 5
32024237,45,1,M,N,Urban,2,3,Research Analyst,Pick up truck,55,Gaming,Plan 5
10949231,39,2,M,H,Sub-urban,2,1,Research Analyst,Pick up truck,27,Gaming,Plan 4
40807838,60,2,M,G,Sub-urban,1,0,Research Analyst,Pick up truck,24,Gaming,Plan 4
96452008,69,1,M,F,Sub-urban,2,0,Research Analyst,Pick up truck,56,Gaming,Plan 4
42532102,55,3,M,V,Urban,2,4,Research Analyst,Pick up truck,18,Gaming,Plan 5
55436407,62,1,M,C,Urban,1,1,Research Analyst,Pick up truck,14,Gaming,Plan 5
93085115,41,1,M,D,Sub-urban,1,4,Research Analyst,Pick up truck,19,Gaming,Plan 4
52381262,22,2,M,S,Sub-urban,1,3,Research Analyst,Pick up truck,16,Gaming,Plan 4
91909040,19,1,M,X,Urban,1,3,Research Analyst,SUV,13,Gaming,Plan 5
87128853,36,1,M,T,Sub-urban,1,0,Research Analyst,Compact SUV,6,Gaming,Plan 5
18470845,39,2,M,G,Sub-urban,1,0,Research Analyst,Car,31,Gaming,Plan 5
11003498,53,2,M,H,Sub-urban,1,4,Research Analyst,SUV,55,Gaming,Plan 1
46775105,74,1,M,U,Sub-urban,1,2,Research Analyst,SUV,47,Gaming,Plan 1
29732744,19,1,M,I,Sub-urban,2,3,Research Analyst,SUV,33,Gaming,Plan 1
49460287,64,2,M,K,Sub-urban,1,2,Research Analyst,SUV,6,Gaming,Plan 1
43150308,36,3,M,L,Sub-urban,1,0,Research Analyst,SUV,10,Gaming,Plan 1
78229270,21,3,M,O,Sub-urban,1,0,Research Analyst,SUV,27,Gaming,Plan 1
72408647,18,3,M,P,Sub-urban,1,0,Research Analyst,SUV,55,Gaming,Plan 1
32190233,32,2,M,Q,Sub-urban,1,1,Research Analyst,SUV,33,Gaming,Plan 1
20981089,49,3,M,W,Sub-urban,2,2,Research Analyst,SUV,53,Gaming,Plan 1
15841393,51,3,M,R,Sub-urban,1,2,Research Analyst,SUV,54,Gaming,Plan 1
30032710,42,1,M,T,Sub-urban,1,3,Research Analyst,SUV,12,Gaming,Plan 1
79720627,49,3,M,Y,Sub-urban,1,0,Research Analyst,SUV,12,Gaming,Plan 1
92846633,47,3,M,U,Sub-urban,2,3,Research Analyst,SUV,6,Gaming,Plan 1
89136147,26,2,M,I,Sub-urban,2,3,Research Analyst,SUV,23,Gaming,Plan 1
59497983,54,1,M,K,Sub-urban,2,2,Research Analyst,SUV,16,Gaming,Plan 1
41623007,22,3,M,J,Sub-urban,1,3,Research Analyst,SUV,21,Gaming,Plan 1
11796872,66,2,M,H,Sub-urban,1,1,Research Analyst,SUV,46,Gaming,Plan 1
58428539,46,1,M,G,Sub-urban,2,1,Research Analyst,SUV,24,Gaming,Plan 1
23122636,37,3,M,F,Sub-urban,1,3,Research Analyst,SUV,31,Gaming,Plan 1
11381978,33,3,M,D,Sub-urban,2,3,Research Analyst,SUV,43,Gaming,Plan 1
94541252,44,3,M,S,Sub-urban,2,1,Research Analyst,SUV,49,Gaming,Plan 1
70398367,65,1,M,A,Sub-urban,2,3,Research Analyst,SUV,38,Gaming,Plan 1
42565154,59,1,M,Z,Urban,2,2,Research Analyst,SUV,45,Gaming,Plan 5
73780784,39,1,M,X,Urban,2,3,Research Analyst,SUV,31,Gaming,Plan 5
40160558,34,2,M,C,Urban,2,3,Research Analyst,SUV,24,Gaming,Plan 5
20333400,22,2,M,V,Urban,2,1,Research Analyst,SUV,17,Gaming,Plan 5
44842874,21,3,M,B,Urban,2,0,Research Analyst,SUV,56,Gaming,Plan 5
64170487,74,3,M,N,Urban,1,0,Research Analyst,SUV,49,Gaming,Plan 5
97574331,19,1,M,M,Urban,1,0,Research Analyst,SUV,9,Gaming,Plan 5
44184432,40,3,M,M,Urban,2,4,Research Analyst,SUV,36,Gaming,Plan 5
12676969,35,3,M,N,Urban,1,0,Research Analyst,SUV,22,Gaming,Plan 5
80805608,73,2,M,B,Urban,2,1,Research Analyst,SUV,48,Gaming,Plan 5
17612519,62,3,M,V,Urban,1,2,Research Analyst,SUV,51,Gaming,Plan 5
80257335,55,1,M,C,Urban,1,3,Research Analyst,SUV,49,Gaming,Plan 5
56769944,50,1,M,X,Urban,2,4,Research Analyst,SUV,48,Gaming,Plan 5
94624266,57,2,M,Z,Urban,2,2,Research Analyst,Compact SUV,17,Gaming,Plan 2
36609859,73,3,M,X,Urban,2,1,Research Analyst,Compact SUV,19,Gaming,Plan 2
77898234,65,1,M,C,Urban,2,4,Research Analyst,Compact SUV,48,Gaming,Plan 2
91338392,42,1,M,V,Urban,2,1,Research Analyst,Compact SUV,13,Gaming,Plan 2
26307073,55,2,M,B,Urban,2,4,Research Analyst,Compact SUV,44,Gaming,Plan 2
69561479,73,2,M,N,Urban,1,4,Research Analyst,Compact SUV,29,Gaming,Plan 2
60284298,52,1,M,M,Urban,1,1,Research Analyst,Compact SUV,21,Gaming,Plan 2
56266145,55,2,M,M,Urban,1,2,Research Analyst,Compact SUV,12,Gaming,Plan 2
34543837,50,2,M,N,Urban,1,1,Research Analyst,Compact SUV,11,Gaming,Plan 2
83980535,45,3,M,B,Urban,2,0,Research Analyst,Compact SUV,20,Gaming,Plan 2
95972283,37,1,M,V,Urban,2,0,Research Analyst,Compact SUV,6,Gaming,Plan 2
71218905,68,2,M,C,Urban,2,0,Research Analyst,Compact SUV,60,Gaming,Plan 2
69262824,61,2,M,X,Urban,1,1,Research Analyst,Compact SUV,41,Gaming,Plan 2
86462372,47,1,M,Z,Urban,1,0,Research Analyst,Compact SUV,27,Gaming,Plan 2
74979158,66,2,M,A,Sub-urban,2,2,Research Analyst,Compact SUV,31,Gaming,Plan 5
38941024,37,1,M,S,Sub-urban,1,3,Research Analyst,Compact SUV,46,Gaming,Plan 5
16499288,32,1,M,D,Sub-urban,2,0,Research Analyst,Compact SUV,16,Gaming,Plan 5
33755032,62,2,M,F,Sub-urban,2,2,Research Analyst,Compact SUV,33,Gaming,Plan 5
60490840,64,3,M,G,Sub-urban,2,4,Research Analyst,Compact SUV,44,Gaming,Plan 5
68867943,37,3,M,H,Sub-urban,1,4,Research Analyst,Compact SUV,52,Gaming,Plan 5
34508651,50,2,M,J,Sub-urban,1,2,Research Analyst,Compact SUV,53,Gaming,Plan 5
74308580,48,2,M,K,Sub-urban,1,4,Research Analyst,Compact SUV,11,Gaming,Plan 5
35748161,58,1,M,L,Sub-urban,2,3,Research Analyst,Compact SUV,24,Gaming,Plan 5
22660879,40,2,M,L,Sub-urban,1,1,Research Analyst,Compact SUV,46,Gaming,Plan 5
37155299,65,2,M,K,Sub-urban,2,2,Research Analyst,Compact SUV,45,Gaming,Plan 5
28636487,57,3,M,J,Sub-urban,2,3,Research Analyst,Compact SUV,60,Gaming,Plan 5
85498481,27,2,M,H,Sub-urban,2,3,Research Analyst,Compact SUV,13,Gaming,Plan 5
58452266,50,1,M,G,Sub-urban,2,4,Research Analyst,Compact SUV,23,Gaming,Plan 5
54927082,64,2,M,F,Sub-urban,2,0,Research Analyst,Compact SUV,17,Gaming,Plan 5
20224335,23,2,M,D,Sub-urban,1,1,Research Analyst,Compact SUV,27,Gaming,Plan 5
66099147,23,1,M,S,Sub-urban,2,0,Research Analyst,Compact SUV,44,Gaming,Plan 5
94015510,54,1,M,A,Sub-urban,2,4,Research Analyst,Compact SUV,43,Gaming,Plan 5
49292894,58,2,M,R,Sub-urban,1,1,Research Analyst,Compact SUV,25,Gaming,Plan 5
53655596,33,2,M,T,Sub-urban,1,0,Research Analyst,Compact SUV,38,Gaming,Plan 5
22877831,48,1,M,Y,Sub-urban,1,1,Research Analyst,Compact SUV,19,Gaming,Plan 5
27315550,55,3,M,U,Sub-urban,1,4,Research Analyst,Car,35,Gaming,Plan 5
86062920,71,2,M,I,Sub-urban,2,0,Research Analyst,Car,13,Gaming,Plan 5
34314446,33,1,M,K,Sub-urban,2,4,Research Analyst,Car,39,Gaming,Plan 5
15032127,45,2,M,J,Sub-urban,2,2,Research Analyst,Car,8,Gaming,Plan 5
91033295,23,3,M,H,Sub-urban,1,2,Research Analyst,Car,35,Gaming,Plan 5
65516290,26,1,M,G,Sub-urban,1,1,Research Analyst,Car,31,Gaming,Plan 5
39503493,69,2,M,F,Sub-urban,2,3,Research Analyst,Car,38,Gaming,Plan 5
84899386,20,3,M,D,Sub-urban,2,3,Research Analyst,Car,9,Gaming,Plan 5
63373194,37,1,M,S,Sub-urban,2,3,Research Analyst,Car,50,Gaming,Plan 5
83462551,18,1,M,A,Sub-urban,1,1,Research Analyst,Car,33,Gaming,Plan 5
90300112,48,3,M,Z,Urban,1,4,Research Analyst,Car,8,Gaming,Plan 5
29060343,22,2,M,X,Urban,1,4,Research Analyst,Car,50,Gaming,Plan 5
56331683,49,2,M,C,Urban,2,1,Research Analyst,Car,6,Gaming,Plan 5
48263121,23,2,M,V,Urban,2,4,Research Analyst,Car,23,Gaming,Plan 5
59930053,41,2,M,B,Urban,2,3,Research Analyst,Car,59,Gaming,Plan 5
65027451,30,1,M,N,Urban,2,1,Research Analyst,Car,21,Gaming,Plan 5
27291578,24,2,M,M,Urban,1,4,Research Analyst,Car,41,Gaming,Plan 5
40510897,71,1,M,M,Urban,2,4,Research Analyst,Car,25,Gaming,Plan 5
20421332,71,3,M,N,Urban,1,2,Research Analyst,Car,7,Gaming,Plan 5
83696059,30,2,M,B,Urban,1,2,Research Analyst,Car,44,Gaming,Plan 5
49982260,29,2,M,V,Urban,2,0,Research Analyst,Car,6,Gaming,Plan 5
18488371,53,2,M,C,Urban,1,2,Research Analyst,Car,10,Gaming,Plan 5
92040001,41,3,M,X,Urban,2,2,Research Analyst,Car,16,Gaming,Plan 5
67133098,49,2,M,Z,Urban,2,2,Research Analyst,Car,29,Gaming,Plan 5
91043892,27,2,M,X,Urban,1,0,Research Analyst,Car,12,Gaming,Plan 5
62696080,34,2,M,C,Urban,2,2,Research Analyst,Car,50,Gaming,Plan 5
51722419,68,3,M,V,Urban,2,1,Research Analyst,Car,11,Gaming,Plan 5
23696084,65,1,M,B,Urban,2,0,Research Analyst,Car,45,Gaming,Plan 5
96912218,39,3,M,N,Urban,1,4,Research Analyst,Car,38,Gaming,Plan 5
16971326,75,1,M,M,Urban,2,1,Research Analyst,Car,49,Gaming,Plan 5
59162531,56,3,M,M,Urban,2,3,Research Analyst,Car,35,Gaming,Plan 5
33438898,30,1,M,N,Urban,1,1,Research Analyst,Car,29,Gaming,Plan 5
12225335,27,3,M,B,Urban,1,2,Research Analyst,Car,31,Gaming,Plan 5
90729270,49,2,M,V,Urban,2,2,Research Analyst,Car,44,Gaming,Plan 5
76936181,37,1,M,C,Urban,2,4,Research Analyst,Car,30,Gaming,Plan 5
76919022,55,1,M,X,Urban,2,3,Research Analyst,Car,10,Gaming,Plan 5
91690206,31,2,M,Z,Urban,2,1,Research Analyst,Car,42,Gaming,Plan 5
31880151,46,3,M,A,Sub-urban,2,3,Research Analyst,Car,43,Gaming,Plan 5
65107550,59,1,M,S,Sub-urban,1,3,Research Analyst,Car,58,Gaming,Plan 5
55618527,39,1,M,D,Sub-urban,2,0,Research Analyst,Car,33,Gaming,Plan 5
15408081,54,2,M,F,Sub-urban,1,3,Research Analyst,Car,30,Gaming,Plan 5
65981226,51,2,M,G,Sub-urban,1,0,Research Analyst,Car,8,Gaming,Plan 5
79470129,51,2,M,H,Sub-urban,2,4,Research Analyst,Car,49,Gaming,Plan 5
61830522,34,1,M,J,Sub-urban,2,0,Research Analyst,SUV,33,Gaming,Plan 1
98603124,66,1,M,K,Sub-urban,2,3,Research Analyst,Compact SUV,26,Gaming,Plan 5
12064390,59,2,M,L,Sub-urban,1,2,Research Analyst,Car,46,Gaming,Plan 5
79573309,27,1,M,L,Sub-urban,1,2,Research Analyst,Pick up truck,14,Gaming,Plan 4
99258394,19,3,M,K,Sub-urban,2,2,Research Analyst,Pick up truck,56,Gaming,Plan 4
56878293,58,2,M,J,Sub-urban,2,0,Research Analyst,Pick up truck,50,Gaming,Plan 4
24097987,49,2,M,H,Sub-urban,1,4,Research Analyst,Pick up truck,27,Gaming,Plan 4
47010102,73,3,M,G,Sub-urban,2,4,Research Analyst,Pick up truck,44,Gaming,Plan 4
65726869,29,1,M,F,Sub-urban,2,4,Research Analyst,Pick up truck,17,Gaming,Plan 4
44931793,61,1,M,D,Sub-urban,2,3,Research Analyst,Pick up truck,35,Gaming,Plan 4
57623887,34,1,M,S,Sub-urban,1,0,Research Analyst,Pick up truck,9,Gaming,Plan 4
57739703,28,3,M,A,Sub-urban,2,0,Research Analyst,Pick up truck,22,Gaming,Plan 4
66852570,52,1,M,M,Urban,2,4,Research Analyst,Pick up truck,58,Gaming,Plan 5
14781926,18,2,M,T,Sub-urban,1,0,Research Analyst,Pick up truck,53,Gaming,Plan 4
57138197,40,1,M,T,Sub-urban,2,1,Research Analyst,Pick up truck,8,Gaming,Plan 4
37479241,46,1,M,T,Sub-urban,1,2,Research Analyst,Pick up truck,45,Gaming,Plan 4
77564763,73,1,M,T,Sub-urban,2,4,Research Analyst,Pick up truck,27,Gaming,Plan 4
76419878,44,1,M,W,Sub-urban,1,4,Research Analyst,Pick up truck,55,Gaming,Plan 4
18527929,54,2,M,E,Sub-urban,1,0,Research Analyst,Pick up truck,48,Gaming,Plan 4
43669672,21,1,M,R,Sub-urban,2,1,Research Analyst,Pick up truck,29,Gaming,Plan 4
17741659,19,1,M,R,Sub-urban,2,3,Research Analyst,Pick up truck,51,Gaming,Plan 4
44136766,38,2,M,R,Sub-urban,2,3,Research Analyst,Pick up truck,38,Gaming,Plan 4
37802603,60,3,M,R,Sub-urban,1,4,Research Analyst,Pick up truck,51,Gaming,Plan 4
19417292,63,1,M,R,Sub-urban,2,3,Research Analyst,Pick up truck,34,Gaming,Plan 4
30558857,57,1,M,R,Sub-urban,1,1,Research Analyst,Pick up truck,46,Gaming,Plan 4
97655919,24,2,M,T,Sub-urban,2,1,Research Analyst,Pick up truck,15,Gaming,Plan 4
99124845,22,2,M,V,Urban,1,3,Research Analyst,Pick up truck,45,Gaming,Plan 5
56693343,47,2,M,B,Urban,2,3,Research Analyst,Pick up truck,23,Gaming,Plan 5
23145351,53,2,M,G,Sub-urban,2,4,Research Analyst,Pick up truck,38,Gaming,Plan 4
75835415,22,3,M,C,Urban,1,2,Research Analyst,Pick up truck,47,Gaming,Plan 5
44690264,37,2,M,D,Sub-urban,1,3,Research Analyst,Pick up truck,44,Gaming,Plan 4
43898915,68,1,M,B,Urban,1,1,Research Analyst,Pick up truck,58,Gaming,Plan 5
35439045,66,1,M,R,Sub-urban,1,4,Research Analyst,Pick up truck,11,Gaming,Plan 4
83915165,37,3,M,R,Sub-urban,2,1,Research Analyst,Pick up truck,6,Gaming,Plan 4
62992356,30,1,M,R,Sub-urban,1,0,Research Analyst,Pick up truck,60,Gaming,Plan 4
55922518,18,1,M,T,Sub-urban,2,3,Research Analyst,Pick up truck,54,Gaming,Plan 4
25312288,61,1,M,V,Urban,2,2,Research Analyst,Pick up truck,22,Gaming,Plan 5
20778633,39,1,M,B,Urban,1,3,Research Analyst,Pick up truck,56,Gaming,Plan 5
19266432,22,2,M,G,Sub-urban,1,0,Research Analyst,Pick up truck,9,Gaming,Plan 4
38701958,20,2,M,C,Urban,1,2,Research Analyst,Pick up truck,55,Gaming,Plan 5
99690171,20,3,M,D,Sub-urban,2,4,Research Analyst,Pick up truck,13,Gaming,Plan 4
12989886,44,3,M,B,Urban,1,3,Research Analyst,Pick up truck,39,Gaming,Plan 5
56814924,61,1,M,X,Urban,1,0,Research Analyst,Pick up truck,27,Gaming,Plan 5
13482884,61,1,M,T,Sub-urban,2,3,Research Analyst,Pick up truck,8,Gaming,Plan 4
44327160,24,2,M,R,Sub-urban,2,0,Research Analyst,Pick up truck,26,Gaming,Plan 4
39321351,20,1,M,E,Sub-urban,2,2,Research Analyst,Pick up truck,31,Gaming,Plan 4
42412071,52,3,M,W,Sub-urban,2,2,Research Analyst,Pick up truck,33,Gaming,Plan 4
50997256,62,3,M,Q,Sub-urban,2,3,Research Analyst,Pick up truck,19,Gaming,Plan 4
61675652,48,1,M,B,Urban,1,2,Research Analyst,Pick up truck,39,Gaming,Plan 5
14046750,59,1,M,K,Sub-urban,1,2,Research Analyst,Pick up truck,12,Gaming,Plan 4
11380597,28,3,M,L,Sub-urban,1,4,Research Analyst,Pick up truck,24,Gaming,Plan 4
24044668,75,2,M,M,Urban,2,3,Research Analyst,Pick up truck,56,Gaming,Plan 5
39055381,58,1,M,M,Urban,1,0,Research Analyst,Pick up truck,27,Gaming,Plan 5
58503048,25,3,M,M,Urban,1,0,Research Analyst,Pick up truck,33,Gaming,Plan 5
83485826,37,3,M,M,Urban,1,4,Research Analyst,Pick up truck,41,Gaming,Plan 5
40561763,34,1,M,M,Urban,1,4,Research Analyst,Pick up truck,52,Gaming,Plan 5
62824783,44,2,M,M,Urban,1,4,Research Analyst,Pick up truck,19,Gaming,Plan 5
42540852,32,3,M,M,Urban,2,4,Research Analyst,Pick up truck,58,Gaming,Plan 5
90968330,51,3,M,T,Sub-urban,2,0,Research Analyst,Pick up truck,21,Gaming,Plan 4
35469501,36,3,M,T,Sub-urban,1,1,Research Analyst,Pick up truck,17,Gaming,Plan 4
86860943,66,3,M,T,Sub-urban,1,1,Research Analyst,Pick up truck,46,Gaming,Plan 4
95855416,40,1,M,T,Sub-urban,1,4,Research Analyst,Pick up truck,58,Gaming,Plan 4
18861790,64,2,M,W,Sub-urban,1,4,Research Analyst,Pick up truck,22,Gaming,Plan 4
66776328,48,2,M,E,Sub-urban,1,4,Research Analyst,Pick up truck,21,Gaming,Plan 4
22345821,75,2,M,R,Sub-urban,1,0,Research Analyst,Pick up truck,38,Gaming,Plan 4
63397937,43,2,M,R,Sub-urban,1,0,Research Analyst,Pick up truck,21,Gaming,Plan 4
98854951,70,2,M,R,Sub-urban,2,3,Research Analyst,SUV,15,Gaming,Plan 1
59584981,46,3,M,R,Sub-urban,1,3,Research Analyst,Compact SUV,47,Gaming,Plan 5
36527308,21,3,M,R,Sub-urban,1,2,Research Analyst,Car,48,Gaming,Plan 5
88381914,73,1,M,R,Sub-urban,2,3,Research Analyst,SUV,19,Gaming,Plan 1
33105470,72,3,M,T,Sub-urban,1,4,Research Analyst,SUV,18,Gaming,Plan 1
69925769,28,1,M,V,Urban,2,1,Research Analyst,SUV,8,Gaming,Plan 5
88484598,33,2,M,B,Urban,1,0,Research Analyst,SUV,57,Gaming,Plan 5
58519912,54,3,M,G,Sub-urban,1,3,Research Analyst,SUV,7,Gaming,Plan 1
24407119,69,3,M,C,Urban,1,0,Research Analyst,SUV,49,Gaming,Plan 5
63875911,52,2,M,D,Sub-urban,2,3,Research Analyst,SUV,48,Gaming,Plan 1
31754206,32,3,M,B,Urban,2,2,Research Analyst,SUV,19,Gaming,Plan 5
95680826,51,3,M,D,Sub-urban,1,4,Research Analyst,SUV,29,Gaming,Plan 1
49136498,38,1,M,Q,Sub-urban,2,4,Research Analyst,SUV,20,Gaming,Plan 1
36892966,57,1,M,A,Sub-urban,2,2,Research Analyst,SUV,17,Gaming,Plan 1
25271781,47,3,M,Z,Urban,1,4,Research Analyst,SUV,15,Gaming,Plan 5
10365203,64,1,M,W,Sub-urban,1,2,Research Analyst,SUV,19,Gaming,Plan 1
98293531,63,2,M,S,Sub-urban,1,0,Research Analyst,SUV,47,Gaming,Plan 1
31955369,43,2,M,X,Urban,2,3,Research Analyst,SUV,52,Gaming,Plan 5
22279591,62,2,M,E,Sub-urban,1,2,Research Analyst,SUV,38,Gaming,Plan 1
60257055,25,1,M,D,Sub-urban,1,0,Research Analyst,SUV,20,Gaming,Plan 1
94809438,68,3,M,C,Urban,1,0,Research Analyst,SUV,21,Gaming,Plan 5
81592466,50,2,M,R,Sub-urban,1,3,Research Analyst,SUV,20,Gaming,Plan 1
51556375,34,2,M,P,Sub-urban,1,4,Research Analyst,SUV,33,Gaming,Plan 1
15410271,22,2,M,Q,Sub-urban,2,0,Research Analyst,SUV,44,Gaming,Plan 1
72732390,50,3,M,A,Sub-urban,1,3,Research Analyst,SUV,10,Gaming,Plan 1
70074636,44,2,M,Z,Urban,1,2,Research Analyst,SUV,43,Gaming,Plan 5
18436402,27,1,M,W,Sub-urban,2,4,Research Analyst,SUV,60,Gaming,Plan 1
92494279,25,2,M,S,Sub-urban,1,1,Research Analyst,SUV,7,Gaming,Plan 1
26653113,60,3,M,X,Urban,1,2,Research Analyst,SUV,45,Gaming,Plan 5
85687526,32,1,M,P,Sub-urban,2,1,Research Analyst,SUV,9,Gaming,Plan 1
94547634,73,2,M,Q,Sub-urban,1,2,Research Analyst,SUV,6,Gaming,Plan 1
90119400,45,3,M,A,Sub-urban,2,2,Research Analyst,SUV,9,Gaming,Plan 1
24053965,71,2,M,Z,Urban,1,4,Research Analyst,SUV,34,Gaming,Plan 5
79943211,72,3,M,W,Sub-urban,1,2,Research Analyst,SUV,41,Gaming,Plan 1
65234459,28,3,M,S,Sub-urban,1,4,Research Analyst,SUV,10,Gaming,Plan 1
36138044,45,2,M,X,Urban,1,0,Research Analyst,SUV,52,Gaming,Plan 5
59640612,31,2,M,Q,Sub-urban,2,4,Research Analyst,SUV,30,Gaming,Plan 1
32844132,25,1,M,A,Sub-urban,1,3,Research Analyst,SUV,34,Gaming,Plan 1
77391382,26,1,M,Z,Urban,1,0,Research Analyst,Compact SUV,60,Gaming,Plan 2
44874834,65,1,M,W,Sub-urban,2,1,Research Analyst,Compact SUV,37,Gaming,Plan 5
63166105,64,3,M,S,Sub-urban,2,1,Research Analyst,Compact SUV,33,Gaming,Plan 5
42672808,37,2,M,X,Urban,2,4,Research Analyst,Compact SUV,20,Gaming,Plan 2
43320817,39,3,M,E,Sub-urban,2,4,Research Analyst,Compact SUV,42,Gaming,Plan 5
11619381,18,2,M,D,Sub-urban,1,4,Research Analyst,Compact SUV,37,Gaming,Plan 5
82978712,23,2,M,C,Urban,1,2,Research Analyst,Compact SUV,20,Gaming,Plan 2
39371733,37,3,M,R,Sub-urban,1,3,Research Analyst,Compact SUV,51,Gaming,Plan 5
90642009,22,1,M,F,Sub-urban,2,1,Research Analyst,Compact SUV,19,Gaming,Plan 5
26455594,33,3,M,V,Urban,2,0,Research Analyst,Compact SUV,13,Gaming,Plan 2
98357610,65,2,M,T,Sub-urban,1,0,Research Analyst,Compact SUV,44,Gaming,Plan 5
46012379,73,2,M,G,Sub-urban,2,0,Research Analyst,Compact SUV,20,Gaming,Plan 5
94061124,67,1,M,Z,Urban,2,1,Research Analyst,Compact SUV,36,Gaming,Plan 2
13017563,33,1,M,X,Urban,1,2,Research Analyst,Compact SUV,10,Gaming,Plan 2
41646586,56,3,M,C,Urban,1,4,Research Analyst,Compact SUV,38,Gaming,Plan 2
42754092,38,1,M,V,Urban,2,2,Research Analyst,Compact SUV,51,Gaming,Plan 2
80345169,30,3,M,B,Urban,1,0,Research Analyst,Compact SUV,17,Gaming,Plan 2
30497915,74,2,M,N,Urban,1,2,Research Analyst,Compact SUV,16,Gaming,Plan 2
55560201,60,3,M,M,Urban,1,1,Research Analyst,Compact SUV,39,Gaming,Plan 2
16142954,19,1,M,A,Sub-urban,1,2,Research Analyst,Compact SUV,37,Gaming,Plan 5
17058715,73,2,M,S,Sub-urban,1,2,Research Analyst,Compact SUV,41,Gaming,Plan 5
97598527,56,3,M,D,Sub-urban,2,1,Research Analyst,Compact SUV,34,Gaming,Plan 5
80220819,18,1,M,F,Sub-urban,1,1,Research Analyst,Compact SUV,52,Gaming,Plan 5
92636504,51,1,M,G,Sub-urban,1,4,Research Analyst,Compact SUV,16,Gaming,Plan 5
79080173,56,1,M,H,Sub-urban,1,4,Research Analyst,Compact SUV,33,Gaming,Plan 5
66266603,74,1,M,J,Sub-urban,1,0,Research Analyst,Compact SUV,36,Gaming,Plan 5
53111245,24,1,M,K,Sub-urban,2,1,Research Analyst,Compact SUV,30,Gaming,Plan 5
79124877,59,3,M,L,Sub-urban,1,0,Research Analyst,Compact SUV,10,Gaming,Plan 5
31405373,75,2,M,Q,Sub-urban,2,0,Research Analyst,Compact SUV,53,Gaming,Plan 5
19418448,26,2,M,W,Sub-urban,1,4,Research Analyst,Compact SUV,48,Gaming,Plan 5
46282994,41,2,M,E,Sub-urban,1,0,Research Analyst,Compact SUV,11,Gaming,Plan 5
18712102,61,3,M,R,Sub-urban,1,1,Research Analyst,Compact SUV,47,Gaming,Plan 5
66420971,60,3,M,T,Sub-urban,1,1,Research Analyst,Compact SUV,8,Gaming,Plan 5
17665386,46,2,M,Y,Sub-urban,1,0,Research Analyst,Compact SUV,16,Gaming,Plan 5
97885825,43,3,M,U,Sub-urban,1,2,Research Analyst,Compact SUV,34,Gaming,Plan 5
94149311,21,1,M,I,Sub-urban,1,3,Research Analyst,Car,10,Gaming,Plan 5
64291850,52,1,M,O,Sub-urban,2,3,Research Analyst,Car,16,Gaming,Plan 5
87043092,43,3,M,P,Sub-urban,1,4,Research Analyst,Car,32,Gaming,Plan 5
91426000,26,3,M,P,Sub-urban,2,1,Research Analyst,Car,39,Gaming,Plan 5
54489070,46,3,M,L,Sub-urban,2,4,Research Analyst,Car,39,Gaming,Plan 5
